Date,Woolies,MrPrice
2004/05/12,720,780
2004/05/13,726,781
2004/05/14,725,780
2004/05/17,728,760
2004/05/18,720,760
2004/05/19,722,765
2004/05/20,720,750
2004/05/21,715,750
2004/05/24,715,761
2004/05/25,707,755
2004/05/26,701,775
2004/05/27,725,780
2004/05/28,705,790
2004/05/31,720,805
2004/06/01,712,820
2004/06/02,712,820
2004/06/03,712,820
2004/06/04,710,805
2004/06/07,701,810
2004/06/08,710,810
2004/06/09,716,810
2004/06/10,708,810
2004/06/11,706,815
2004/06/14,708,810
2004/06/15,710,810
2004/06/17,703,811
2004/06/18,716,820
2004/06/21,720,795
2004/06/22,720,785
2004/06/23,705,800
2004/06/24,720,800
2004/06/25,710,810
2004/06/28,702,815
2004/06/29,710,810
2004/06/30,710,810
2004/07/01,725,815
2004/07/02,727,815
2004/07/05,729,815
2004/07/06,730,814
2004/07/07,726,825
2004/07/08,725,830
2004/07/09,730,815
2004/07/12,725,810
2004/07/13,750,810
2004/07/14,750,825
2004/07/15,750,830
2004/07/16,740,825
2004/07/19,730,825
2004/07/20,740,825
2004/07/21,749,825
2004/07/22,739,825
2004/07/23,739,825
2004/07/26,738,825
2004/07/27,746,825
2004/07/28,760,824
2004/07/29,752,825
2004/07/30,765,825
2004/08/02,775,822
2004/08/03,775,820
2004/08/04,780,814
2004/08/05,780,800
2004/08/06,770,799
2004/08/10,761,800
2004/08/11,740,790
2004/08/12,760,800
2004/08/13,760,795
2004/08/16,775,795
2004/08/17,765,781
2004/08/18,776,770
2004/08/19,767,798
2004/08/20,775,785
2004/08/23,780,780
2004/08/24,784,785
2004/08/25,782,795
2004/08/26,783,790
2004/08/27,785,790
2004/08/30,775,790
2004/08/31,793,800
2004/09/01,800,820
2004/09/02,810,820
2004/09/03,840,840
2004/09/06,810,837
2004/09/07,825,835
2004/09/08,820,825
2004/09/09,860,835
2004/09/10,841,830
2004/09/13,832,821
2004/09/14,825,810
2004/09/15,839,816
2004/09/16,863,819
2004/09/17,875,829
2004/09/20,875,825
2004/09/21,890,825
2004/09/22,889,850
2004/09/23,875,840
2004/09/27,880,845
2004/09/28,895,869
2004/09/29,890,885
2004/09/30,890,890
2004/10/01,882,900
2004/10/04,893,900
2004/10/05,890,910
2004/10/06,904,890
2004/10/07,890,880
2004/10/08,895,864
2004/10/11,890,855
2004/10/12,881,840
2004/10/13,880,846
2004/10/14,865,850
2004/10/15,880,860
2004/10/18,885,870
2004/10/19,900,875
2004/10/20,895,875
2004/10/21,915,880
2004/10/22,920,880
2004/10/25,938,880
2004/10/26,926,880
2004/10/27,929,899
2004/10/28,940,891
2004/10/29,960,900
2004/11/01,960,960
2004/11/02,965,975
2004/11/03,975,990
2004/11/04,990,980
2004/11/05,1000,990
2004/11/08,1005,990
2004/11/09,1025,1026
2004/11/10,1050,1050
2004/11/11,1050,1075
2004/11/12,1030,1090
2004/11/15,1065,1080
2004/11/16,1040,1080
2004/11/17,1035,1100
2004/11/18,1029,1095
2004/11/19,1038,1095
2004/11/22,1030,1090
2004/11/23,1015,1080
2004/11/24,1020,1080
2004/11/25,1045,1090
2004/11/26,1055,1099
2004/11/29,1073,1105
2004/11/30,1020,1130
2004/12/01,1075,1130
2004/12/02,1075,1150
2004/12/03,1073,1150
2004/12/06,1069,1135
2004/12/07,1069,1085
2004/12/08,1055,1044
2004/12/09,1060,1020
2004/12/10,1060,1040
2004/12/13,1063,1060
2004/12/14,1060,1090
2004/12/15,1075,1110
2004/12/17,1080,1110
2004/12/20,1138,1115
2004/12/21,1125,1112
2004/12/22,1111,1136
2004/12/23,1130,1160
2004/12/24,1140,1170
2004/12/28,1140,1200
2004/12/29,1125,1220
2004/12/30,1125,1220
2004/12/31,1139,1244
2005/01/03,1165,1240
2005/01/04,1170,1252
2005/01/05,1146,1230
2005/01/06,1110,1190
2005/01/07,1100,1170
2005/01/10,1100,1148
2005/01/11,1105,1120
2005/01/12,1086,1055
2005/01/13,1096,1090
2005/01/14,1079,1100
2005/01/17,1056,1125
2005/01/18,1030,1115
2005/01/19,1020,1102
2005/01/20,1019,1130
2005/01/21,1035,1113
2005/01/24,1026,1130
2005/01/25,1046,1130
2005/01/26,1080,1132
2005/01/27,1100,1140
2005/01/28,1105,1140
2005/01/31,1104,1143
2005/02/01,1100,1115
2005/02/02,1090,1135
2005/02/03,1090,1130
2005/02/04,1086,1120
2005/02/07,1100,1100
2005/02/08,1090,1100
2005/02/09,1090,1100
2005/02/10,1070,1090
2005/02/11,1068,1100
2005/02/14,1068,1100
2005/02/15,1070,1125
2005/02/16,1050,1125
2005/02/17,1030,1095
2005/02/18,1020,1095
2005/02/21,1020,1110
2005/02/22,1020,1150
2005/02/23,1040,1170
2005/02/24,1045,1180
2005/02/25,1054,1200
2005/02/28,1043,1200
2005/03/01,1040,1101
2005/03/02,1039,1150
2005/03/03,1070,1180
2005/03/04,1075,1190
2005/03/07,1032,1200
2005/03/08,1050,1200
2005/03/09,1050,1190
2005/03/10,1036,1200
2005/03/11,1040,1200
2005/03/14,1044,1250
2005/03/15,1036,1260
2005/03/16,1002,1200
2005/03/17,1035,1220
2005/03/18,1046,1170
2005/03/22,1024,1200
2005/03/23,1010,1155
2005/03/24,1010,1120
2005/03/29,980,1140
2005/03/30,990,1120
2005/03/31,995,1145
2005/04/01,998,1130
2005/04/04,988,1115
2005/04/05,989,1110
2005/04/06,985,1109
2005/04/07,975,1106
2005/04/08,971,1115
2005/04/11,966,1115
2005/04/12,950,1080
2005/04/13,955,1080
2005/04/14,972,1125
2005/04/15,985,1100
2005/04/18,980,1070
2005/04/19,990,1082
2005/04/20,998,1080
2005/04/21,987,1085
2005/04/22,970,1085
2005/04/25,953,1090
2005/04/26,975,1090
2005/04/28,982,1110
2005/04/29,965,1120
2005/05/03,975,1110
2005/05/04,980,1120
2005/05/05,997,1135
2005/05/06,1010,1150
2005/05/09,1050,1158
2005/05/10,1042,1166
2005/05/11,1039,1168
2005/05/12,1050,1175
2005/05/13,1045,1175
2005/05/16,1050,1175
2005/05/17,1052,1155
2005/05/18,1045,1150
2005/05/19,1040,1155
2005/05/20,1047,1155
2005/05/23,1060,1170
2005/05/24,1063,1185
2005/05/25,1065,1205
2005/05/26,1065,1225
2005/05/27,1075,1226
2005/05/30,1065,1215
2005/05/31,1041,1210
2005/06/01,1010,1180
2005/06/02,1020,1175
2005/06/03,1020,1200
2005/06/06,1047,1221
2005/06/07,1060,1235
2005/06/08,1031,1245
2005/06/09,1027,1245
2005/06/10,1020,1240
2005/06/13,1025,1240
2005/06/14,1024,1240
2005/06/15,1010,1290
2005/06/17,1024,1250
2005/06/20,1035,1210
2005/06/21,1029,1180
2005/06/22,1023,1190
2005/06/23,1025,1199
2005/06/24,1025,1190
2005/06/27,1030,1200
2005/06/28,1048,1199
2005/06/29,1060,1190
2005/06/30,1050,1190
2005/07/01,1030,1199
2005/07/04,1043,1199
2005/07/05,1041,1200
2005/07/06,1049,1210
2005/07/07,1050,1200
2005/07/08,1050,1216
2005/07/11,1050,1245
2005/07/12,1050,1245
2005/07/13,1081,1250
2005/07/14,1110,1290
2005/07/15,1110,1280
2005/07/18,1110,1290
2005/07/19,1110,1295
2005/07/20,1109,1295
2005/07/21,1151,1300
2005/07/22,1155,1300
2005/07/25,1168,1339
2005/07/26,1130,1360
2005/07/27,1141,1363
2005/07/28,1176,1400
2005/07/29,1164,1425
2005/08/01,1177,1451
2005/08/02,1200,1460
2005/08/03,1195,1440
2005/08/04,1190,1420
2005/08/05,1180,1395
2005/08/08,1170,1410
2005/08/10,1180,1410
2005/08/11,1160,1420
2005/08/12,1160,1435
2005/08/15,1140,1420
2005/08/16,1131,1420
2005/08/17,1110,1410
2005/08/18,1115,1420
2005/08/19,1150,1456
2005/08/22,1164,1465
2005/08/23,1160,1460
2005/08/24,1145,1460
2005/08/25,1156,1450
2005/08/26,1173,1470
2005/08/29,1161,1455
2005/08/30,1170,1421
2005/08/31,1155,1425
2005/09/01,1164,1425
2005/09/02,1165,1430
2005/09/05,1170,1440
2005/09/06,1183,1430
2005/09/07,1209,1455
2005/09/08,1216,1470
2005/09/09,1229,1510
2005/09/12,1230,1480
2005/09/13,1239,1470
2005/09/14,1250,1451
2005/09/15,1255,1469
2005/09/16,1230,1465
2005/09/19,1233,1470
2005/09/20,1240,1500
2005/09/21,1243,1500
2005/09/22,1227,1469
2005/09/23,1245,1499
2005/09/26,1245,1456
2005/09/27,1250,1470
2005/09/28,1270,1470
2005/09/29,1270,1470
2005/09/30,1310,1470
2005/10/03,1300,1450
2005/10/04,1302,1455
2005/10/05,1285,1465
2005/10/06,1273,1450
2005/10/07,1260,1390
2005/10/10,1232,1396
2005/10/11,1240,1410
2005/10/12,1250,1401
2005/10/13,1220,1370
2005/10/14,1200,1342
2005/10/17,1250,1390
2005/10/18,1231,1391
2005/10/19,1213,1375
2005/10/20,1215,1430
2005/10/21,1211,1461
2005/10/24,1239,1465
2005/10/25,1233,1500
2005/10/26,1250,1510
2005/10/27,1250,1510
2005/10/28,1240,1490
2005/10/31,1255,1500
2005/11/01,1270,1492
2005/11/02,1240,1520
2005/11/03,1310,1570
2005/11/04,1330,1575
2005/11/07,1375,1620
2005/11/08,1330,1630
2005/11/09,1310,1600
2005/11/10,1310,1590
2005/11/11,1300,1590
2005/11/14,1310,1600
2005/11/15,1279,1575
2005/11/16,1280,1580
2005/11/17,1285,1600
2005/11/18,1319,1620
2005/11/21,1329,1614
2005/11/22,1320,1585
2005/11/23,1323,1621
2005/11/24,1329,1660
2005/11/25,1316,1675
2005/11/28,1318,1670
2005/11/29,1300,1621
2005/11/30,1285,1620
2005/12/01,1270,1627
2005/12/02,1259,1645
2005/12/05,1270,1620
2005/12/06,1320,1675
2005/12/07,1335,1674
2005/12/08,1320,1675
2005/12/09,1304,1699
2005/12/12,1312,1696
2005/12/13,1315,1695
2005/12/14,1320,1690
2005/12/15,1325,1670
2005/12/19,1320,1675
2005/12/20,1368,1700
2005/12/21,1380,1711
2005/12/22,1400,1750
2005/12/23,1400,1751
2005/12/27,1440,1800
2005/12/28,1420,1812
2005/12/29,1425,1849
2005/12/30,1420,1870
2006/01/03,1425,1850
2006/01/04,1480,1850
2006/01/05,1466,1880
2006/01/06,1520,1900
2006/01/09,1555,1950
2006/01/10,1516,1985
2006/01/11,1540,1990
2006/01/12,1551,1980
2006/01/13,1574,1970
2006/01/16,1499,1945
2006/01/17,1525,1900
2006/01/18,1529,1890
2006/01/19,1540,1948
2006/01/20,1517,1950
2006/01/23,1540,1950
2006/01/24,1550,1990
2006/01/25,1580,2000
2006/01/26,1559,2000
2006/01/27,1605,2020
2006/01/30,1589,2000
2006/01/31,1580,2000
2006/02/01,1621,2000
2006/02/02,1640,1992
2006/02/03,1585,1975
2006/02/06,1600,1946
2006/02/07,1600,1890
2006/02/08,1585,1890
2006/02/09,1580,1885
2006/02/10,1605,1870
2006/02/13,1560,1875
2006/02/14,1531,1856
2006/02/15,1558,1878
2006/02/16,1546,1945
2006/02/17,1555,1975
2006/02/20,1560,2012
2006/02/21,1560,2012
2006/02/22,1570,2058
2006/02/23,1585,2070
2006/02/24,1595,2120
2006/02/27,1595,2120
2006/02/28,1573,2120
2006/03/02,1590,2100
2006/03/03,1590,2065
2006/03/06,1570,2065
2006/03/07,1545,2065
2006/03/08,1531,2035
2006/03/09,1540,2075
2006/03/10,1555,2100
2006/03/13,1593,2085
2006/03/14,1600,2075
2006/03/15,1600,2075
2006/03/16,1598,2090
2006/03/17,1620,2085
2006/03/20,1620,2100
2006/03/22,1630,2100
2006/03/23,1640,2100
2006/03/24,1660,2130
2006/03/27,1620,2150
2006/03/28,1620,2120
2006/03/29,1635,2120
2006/03/30,1650,2160
2006/03/31,1639,2140
2006/04/03,1650,2172
2006/04/04,1629,2264
2006/04/05,1660,2270
2006/04/06,1661,2254
2006/04/07,1669,2245
2006/04/10,1660,2245
2006/04/11,1683,2250
2006/04/12,1630,2210
2006/04/13,1611,2200
2006/04/18,1620,2190
2006/04/19,1630,2199
2006/04/20,1630,2160
2006/04/21,1664,2130
2006/04/24,1634,2100
2006/04/25,1648,2090
2006/04/26,1675,2150
2006/04/28,1685,2185
2006/05/02,1685,2208
2006/05/03,1700,2240
2006/05/04,1750,2235
2006/05/05,1715,2250
2006/05/08,1741,2255
2006/05/09,1711,2260
2006/05/10,1700,2302
2006/05/11,1670,2270
2006/05/12,1591,2260
2006/05/15,1520,2120
2006/05/16,1570,2125
2006/05/17,1577,2090
2006/05/18,1540,2020
2006/05/19,1525,1982
2006/05/22,1480,1920
2006/05/23,1495,1979
2006/05/24,1480,1960
2006/05/25,1438,1991
2006/05/26,1510,2050
2006/05/29,1535,2060
2006/05/30,1520,2059
2006/05/31,1523,2050
2006/06/01,1510,2075
2006/06/02,1553,2150
2006/06/05,1555,2100
2006/06/06,1485,2050
2006/06/07,1450,1974
2006/06/08,1385,1900
2006/06/09,1420,1910
2006/06/12,1385,1910
2006/06/13,1351,1834
2006/06/14,1375,1885
2006/06/15,1465,1935
2006/06/19,1485,1960
2006/06/20,1445,1950
2006/06/21,1390,1938
2006/06/22,1364,1890
2006/06/23,1340,1750
2006/06/26,1275,1610
2006/06/27,1277,1651
2006/06/28,1290,1683
2006/06/29,1330,1700
2006/06/30,1370,1750
2006/07/03,1391,1801
2006/07/04,1410,1886
2006/07/05,1339,1800
2006/07/06,1351,1800
2006/07/07,1340,1800
2006/07/10,1385,1805
2006/07/11,1389,1805
2006/07/12,1384,1835
2006/07/13,1305,1790
2006/07/14,1315,1790
2006/07/17,1255,1757
2006/07/18,1310,1770
2006/07/19,1350,1790
2006/07/20,1310,1800
2006/07/21,1299,1750
2006/07/24,1330,1730
2006/07/25,1360,1775
2006/07/26,1370,1795
2006/07/27,1370,1800
2006/07/28,1329,1815
2006/07/31,1315,1835
2006/08/01,1269,1830
2006/08/02,1280,1815
2006/08/03,1300,1810
2006/08/04,1300,1785
2006/08/07,1300,1770
2006/08/08,1284,1810
2006/08/10,1280,1830
2006/08/11,1285,1825
2006/08/14,1300,1825
2006/08/15,1305,1829
2006/08/16,1292,1835
2006/08/17,1335,1930
2006/08/18,1339,1960
2006/08/21,1335,1980
2006/08/22,1330,1990
2006/08/23,1310,1970
2006/08/24,1341,1976
2006/08/25,1341,1980
2006/08/28,1310,1980
2006/08/29,1290,1975
2006/08/30,1325,1980
2006/08/31,1323,1950
2006/09/01,1275,1920
2006/09/04,1295,1828
2006/09/05,1305,1900
2006/09/06,1319,1900
2006/09/07,1261,1860
2006/09/08,1282,1845
2006/09/11,1230,1820
2006/09/12,1255,1811
2006/09/13,1255,1821
2006/09/14,1251,1845
2006/09/15,1315,1835
2006/09/18,1302,1835
2006/09/19,1330,1840
2006/09/20,1340,1870
2006/09/21,1364,1900
2006/09/22,1355,1910
2006/09/26,1372,1908
2006/09/27,1378,1920
2006/09/28,1373,1925
2006/09/29,1370,1900
2006/10/02,1375,1950
2006/10/03,1370,1945
2006/10/04,1397,1920
2006/10/05,1400,1920
2006/10/06,1405,1890
2006/10/09,1430,1900
2006/10/10,1415,1890
2006/10/11,1405,1915
2006/10/12,1431,1925
2006/10/13,1445,2000
2006/10/16,1479,2015
2006/10/17,1500,2111
2006/10/18,1528,2165
2006/10/19,1493,2100
2006/10/20,1490,2045
2006/10/23,1501,2000
2006/10/24,1570,2005
2006/10/25,1545,2020
2006/10/26,1545,2000
2006/10/27,1560,2089
2006/10/30,1575,2055
2006/10/31,1580,2055
2006/11/01,1600,2061
2006/11/02,1613,2151
2006/11/03,1592,2190
2006/11/06,1585,2225
2006/11/07,1587,2170
2006/11/08,1590,2190
2006/11/09,1573,2230
2006/11/10,1570,2220
2006/11/13,1555,2190
2006/11/14,1590,2198
2006/11/15,1590,2244
2006/11/16,1590,2245
2006/11/17,1599,2225
2006/11/20,1600,2225
2006/11/21,1615,2338
2006/11/22,1670,2410
2006/11/23,1729,2400
2006/11/24,1720,2400
2006/11/27,1715,2400
2006/11/28,1670,2375
2006/11/29,1670,2360
2006/11/30,1665,2340
2006/12/01,1665,2380
2006/12/04,1671,2360
2006/12/05,1680,2375
2006/12/06,1699,2365
2006/12/07,1689,2340
2006/12/08,1680,2302
2006/12/11,1674,2320
2006/12/12,1665,2300
2006/12/13,1656,2305
2006/12/14,1709,2350
2006/12/15,1701,2395
2006/12/18,1729,2470
2006/12/19,1719,2455
2006/12/20,1735,2495
2006/12/21,1795,2509
2006/12/22,1790,2486
2006/12/27,1800,2520
2006/12/28,1805,2500
2006/12/29,1800,2524
2007/01/02,1793,2500
2007/01/03,1770,2490
2007/01/04,1759,2455
2007/01/05,1760,2470
2007/01/09,1800,2522
2007/01/10,1800,2590
2007/01/11,1805,2690
2007/01/12,1825,2750
2007/01/15,1883,2805
2007/01/16,1930,2850
2007/01/17,2015,2830
2007/01/18,2050,2880
2007/01/19,2015,2888
2007/01/22,2024,2890
2007/01/23,1990,2890
2007/01/24,1990,2950
2007/01/25,1985,3021
2007/01/26,1990,3100
2007/01/29,1990,3025
2007/01/30,1994,3000
2007/01/31,2010,3000
2007/02/01,2020,2980
2007/02/02,2015,3060
2007/02/05,2006,3030
2007/02/06,2010,2949
2007/02/07,2000,2849
2007/02/08,1994,2899
2007/02/09,2000,2950
2007/02/12,2037,2940
2007/02/13,2051,3055
2007/02/14,2065,3060
2007/02/15,2030,3000
2007/02/16,2099,2970
2007/02/19,2035,2900
2007/02/20,2018,2890
2007/02/21,2048,2910
2007/02/22,2050,2920
2007/02/23,2075,2950
2007/02/26,2059,2985
2007/02/27,2031,2980
2007/02/28,2036,2970
2007/03/01,1980,2930
2007/03/02,2035,2970
2007/03/05,1955,2780
2007/03/06,1931,2761
2007/03/07,1973,2835
2007/03/08,1940,2820
2007/03/09,1960,2830
2007/03/12,2017,2811
2007/03/13,1995,2770
2007/03/14,1977,2670
2007/03/15,2000,2770
2007/03/16,1940,2800
2007/03/19,2040,2810
2007/03/20,2063,2910
2007/03/22,2050,2990
2007/03/23,2060,3088
2007/03/26,2100,3037
2007/03/27,2130,3035
2007/03/28,2077,3039
2007/03/29,2149,3000
2007/03/30,2190,2980
2007/04/02,2190,3000
2007/04/03,2221,2975
2007/04/04,2155,2970
2007/04/05,2135,2940
2007/04/10,2176,2948
2007/04/11,2175,2930
2007/04/12,2174,2930
2007/04/13,2200,2960
2007/04/16,2219,3000
2007/04/17,2205,3020
2007/04/18,2224,3070
2007/04/19,2190,3064
2007/04/20,2205,3055
2007/04/23,2235,3056
2007/04/24,2280,3066
2007/04/25,2360,3085
2007/04/26,2360,3148
2007/04/30,2388,3235
2007/05/02,2409,3240
2007/05/03,2420,3200
2007/05/04,2470,3240
2007/05/07,2480,3240
2007/05/08,2433,3221
2007/05/09,2430,3233
2007/05/10,2415,3150
2007/05/11,2410,3106
2007/05/14,2336,3075
2007/05/15,2340,3081
2007/05/16,2310,3198
2007/05/17,2320,3200
2007/05/18,2318,3187
2007/05/21,2300,3252
2007/05/22,2305,3280
2007/05/23,2350,3252
2007/05/24,2350,3180
2007/05/25,2330,3165
2007/05/28,2330,3165
2007/05/29,2310,3175
2007/05/30,2265,3095
2007/05/31,2223,3048
2007/06/01,2230,3200
2007/06/04,2151,3160
2007/06/05,2135,3090
2007/06/06,2071,3020
2007/06/07,2105,3000
2007/06/08,2100,2913
2007/06/11,2120,2960
2007/06/12,2115,2900
2007/06/13,2095,2870
2007/06/14,2139,2905
2007/06/15,2060,2900
2007/06/18,2120,2950
2007/06/19,2103,2883
2007/06/20,2155,2900
2007/06/21,2140,2925
2007/06/22,2129,2861
2007/06/25,2100,2803
2007/06/26,2066,2750
2007/06/27,2046,2715
2007/06/28,2077,2700
2007/06/29,2140,2721
2007/07/02,2120,2740
2007/07/03,2200,2830
2007/07/04,2211,2860
2007/07/05,2211,2850
2007/07/06,2228,2830
2007/07/09,2316,2890
2007/07/10,2310,2920
2007/07/11,2270,2900
2007/07/12,2250,2909
2007/07/13,2245,2890
2007/07/16,2240,2835
2007/07/17,2219,2807
2007/07/18,2198,2800
2007/07/19,2180,2798
2007/07/20,2205,2800
2007/07/23,2220,2850
2007/07/24,2177,2819
2007/07/25,2093,2772
2007/07/26,2005,2775
2007/07/27,1969,2750
2007/07/30,2000,2766
2007/07/31,1959,2780
2007/08/01,1920,2730
2007/08/02,1951,2700
2007/08/03,1950,2670
2007/08/06,1875,2640
2007/08/07,1930,2640
2007/08/08,1965,2700
2007/08/10,1905,2690
2007/08/13,1925,2700
2007/08/14,1940,2680
2007/08/15,1899,2580
2007/08/16,1850,2500
2007/08/17,1928,2500
2007/08/20,1868,2560
2007/08/21,1910,2550
2007/08/22,1960,2620
2007/08/23,1970,2670
2007/08/24,1965,2635
2007/08/27,1919,2640
2007/08/28,1945,2650
2007/08/29,1923,2581
2007/08/30,1915,2600
2007/08/31,1970,2675
2007/09/03,1935,2700
2007/09/04,1929,2770
2007/09/05,1876,2700
2007/09/06,1870,2680
2007/09/07,1861,2620
2007/09/10,1800,2595
2007/09/11,1840,2650
2007/09/12,1850,2600
2007/09/13,1834,2585
2007/09/14,1818,2551
2007/09/17,1775,2590
2007/09/18,1784,2650
2007/09/19,1810,2625
2007/09/20,1771,2660
2007/09/21,1750,2610
2007/09/25,1750,2644
2007/09/26,1760,2640
2007/09/27,1790,2625
2007/09/28,1810,2620
2007/10/01,1790,2625
2007/10/02,1840,2650
2007/10/03,1910,2720
2007/10/04,1919,2710
2007/10/05,1978,2690
2007/10/08,1995,2740
2007/10/09,1970,2710
2007/10/10,1941,2725
2007/10/11,1940,2775
2007/10/12,1940,2695
2007/10/15,1945,2690
2007/10/16,1924,2660
2007/10/17,1920,2625
2007/10/18,1909,2638
2007/10/19,1885,2720
2007/10/22,1844,2690
2007/10/23,1853,2650
2007/10/24,1824,2674
2007/10/25,1870,2645
2007/10/26,1897,2685
2007/10/29,1910,2670
2007/10/30,1914,2680
2007/10/31,1885,2640
2007/11/01,1869,2680
2007/11/02,1889,2680
2007/11/05,1880,2690
2007/11/06,1900,2650
2007/11/07,1899,2649
2007/11/08,1870,2579
2007/11/09,1870,2550
2007/11/12,1849,2550
2007/11/13,1838,2540
2007/11/14,1850,2515
2007/11/15,1850,2600
2007/11/16,1800,2525
2007/11/19,1790,2450
2007/11/20,1794,2400
2007/11/21,1770,2341
2007/11/22,1710,2300
2007/11/23,1691,2280
2007/11/26,1640,2275
2007/11/27,1648,2210
2007/11/28,1640,2190
2007/11/29,1589,2170
2007/11/30,1549,2175
2007/12/03,1536,2175
2007/12/04,1500,2174
2007/12/05,1500,2170
2007/12/06,1500,2200
2007/12/07,1495,2250
2007/12/10,1488,2235
2007/12/11,1495,2210
2007/12/12,1495,2230
2007/12/13,1495,2175
2007/12/14,1625,2160
2007/12/18,1571,2150
2007/12/19,1520,2097
2007/12/20,1536,2050
2007/12/21,1640,2110
2007/12/24,1604,2195
2007/12/27,1595,2215
2007/12/28,1585,2145
2007/12/31,1600,2200
2008/01/02,1604,2190
2008/01/03,1570,2129
2008/01/04,1590,2110
2008/01/07,1550,2051
2008/01/08,1521,2050
2008/01/09,1505,2110
2008/01/10,1510,2164
2008/01/11,1505,2140
2008/01/14,1480,2099
2008/01/15,1449,2025
2008/01/16,1444,1980
2008/01/17,1420,1970
2008/01/18,1400,1945
2008/01/21,1375,1979
2008/01/22,1385,1940
2008/01/23,1320,1960
2008/01/24,1395,2089
2008/01/25,1330,1975
2008/01/28,1275,1901
2008/01/29,1270,1900
2008/01/30,1220,1900
2008/01/31,1175,1890
2008/02/01,1220,1890
2008/02/04,1314,1920
2008/02/05,1270,1816
2008/02/06,1290,1840
2008/02/07,1260,1855
2008/02/08,1295,1822
2008/02/11,1310,1771
2008/02/12,1325,1800
2008/02/13,1360,1840
2008/02/14,1420,1920
2008/02/15,1370,1906
2008/02/18,1330,1925
2008/02/19,1330,2040
2008/02/20,1300,1980
2008/02/21,1215,1971
2008/02/22,1185,2050
2008/02/25,1195,2051
2008/02/26,1280,2010
2008/02/27,1260,2000
2008/02/28,1260,2010
2008/02/29,1242,1975
2008/03/03,1260,1930
2008/03/04,1260,1940
2008/03/05,1230,1900
2008/03/06,1210,1852
2008/03/07,1222,1815
2008/03/10,1200,1867
2008/03/11,1220,1830
2008/03/12,1230,1899
2008/03/13,1210,1870
2008/03/14,1225,1851
2008/03/17,1203,1740
2008/03/18,1230,1740
2008/03/19,1200,1750
2008/03/20,1212,1808
2008/03/25,1230,1850
2008/03/26,1230,1840
2008/03/27,1215,1840
2008/03/28,1210,1841
2008/03/31,1211,1820
2008/04/01,1229,1860
2008/04/02,1204,1867
2008/04/03,1217,1919
2008/04/04,1220,1900
2008/04/07,1235,1935
2008/04/08,1245,1920
2008/04/09,1240,1925
2008/04/10,1195,1850
2008/04/11,1192,1795
2008/04/14,1166,1785
2008/04/15,1183,1800
2008/04/16,1220,1780
2008/04/17,1240,1764
2008/04/18,1240,1740
2008/04/21,1231,1715
2008/04/22,1227,1714
2008/04/23,1197,1710
2008/04/24,1170,1690
2008/04/25,1174,1685
2008/04/29,1192,1670
2008/04/30,1195,1670
2008/05/05,1185,1705
2008/05/06,1200,1700
2008/05/07,1188,1665
2008/05/08,1150,1660
2008/05/09,1165,1675
2008/05/12,1184,1650
2008/05/13,1180,1655
2008/05/14,1180,1674
2008/05/15,1180,1665
2008/05/16,1200,1665
2008/05/19,1186,1690
2008/05/20,1169,1675
2008/05/21,1160,1659
2008/05/22,1165,1640
2008/05/23,1167,1640
2008/05/26,1170,1650
2008/05/27,1187,1600
2008/05/28,1191,1650
2008/05/29,1123,1605
2008/05/30,1130,1600
2008/06/02,1115,1595
2008/06/03,1130,1599
2008/06/04,1123,1600
2008/06/05,1140,1600
2008/06/06,1120,1585
2008/06/09,1099,1600
2008/06/10,1100,1615
2008/06/11,1090,1610
2008/06/12,1080,1621
2008/06/13,1080,1612
2008/06/17,1070,1590
2008/06/18,1065,1577
2008/06/19,1035,1599
2008/06/20,1014,1590
2008/06/23,1012,1485
2008/06/24,1000,1470
2008/06/25,1015,1480
2008/06/26,990,1480
2008/06/27,990,1497
2008/06/30,1020,1500
2008/07/01,999,1500
2008/07/02,999,1520
2008/07/03,950,1471
2008/07/04,951,1459
2008/07/07,947,1450
2008/07/08,970,1440
2008/07/09,969,1515
2008/07/10,995,1520
2008/07/11,985,1500
2008/07/14,975,1530
2008/07/15,940,1532
2008/07/16,970,1600
2008/07/17,990,1700
2008/07/18,1040,1743
2008/07/21,1032,1680
2008/07/22,1060,1700
2008/07/23,1090,1820
2008/07/24,1100,1890
2008/07/25,1090,1850
2008/07/28,1109,1880
2008/07/29,1150,1882
2008/07/30,1170,1940
2008/07/31,1178,1956
2008/08/01,1130,1930
2008/08/04,1155,1905
2008/08/05,1105,1916
2008/08/06,1130,1983
2008/08/07,1141,2032
2008/08/08,1170,2090
2008/08/11,1239,2214
2008/08/12,1228,2283
2008/08/13,1195,2240
2008/08/14,1220,2275
2008/08/15,1215,2280
2008/08/18,1215,2250
2008/08/19,1185,2195
2008/08/20,1165,2147
2008/08/21,1175,2110
2008/08/22,1191,2077
2008/08/25,1130,2065
2008/08/26,1183,2090
2008/08/27,1190,2150
2008/08/28,1230,2272
2008/08/29,1257,2219
2008/09/01,1224,2200
2008/09/02,1230,2250
