Date,AngloGold,Anglo Plat
2004/05/12,22102,22700
2004/05/13,21800,23200
2004/05/14,21402,22600
2004/05/17,21697,22700
2004/05/18,20800,21400
2004/05/19,21800,22650
2004/05/20,22100,22500
2004/05/21,22400,23000
2004/05/24,22000,22800
2004/05/25,22620,23350
2004/05/26,22900,24010
2004/05/27,23363,24375
2004/05/28,23110,23948
2004/05/31,22800,24260
2004/06/01,22501,24400
2004/06/02,22100,24400
2004/06/03,21950,24001
2004/06/04,21550,23750
2004/06/07,22101,24199
2004/06/08,22150,24800
2004/06/09,21401,24401
2004/06/10,21100,24500
2004/06/11,20055,24350
2004/06/14,20401,24030
2004/06/15,20050,24000
2004/06/17,19626,24050
2004/06/18,20385,24160
2004/06/21,19798,23959
2004/06/22,20100,23860
2004/06/23,19999,23500
2004/06/24,20550,23700
2004/06/25,20500,24000
2004/06/28,20199,23600
2004/06/29,20000,23400
2004/06/30,20249,23500
2004/07/01,20199,23800
2004/07/02,20000,23400
2004/07/05,20300,23600
2004/07/06,20201,23200
2004/07/07,20300,22900
2004/07/08,20318,22200
2004/07/09,20620,22500
2004/07/12,20430,22590
2004/07/13,20388,22900
2004/07/14,20400,23000
2004/07/15,20400,22900
2004/07/16,20010,22300
2004/07/19,19100,21500
2004/07/20,18801,22300
2004/07/21,19395,22700
2004/07/22,19345,22500
2004/07/23,19550,22970
2004/07/26,19248,23200
2004/07/27,19330,23400
2004/07/28,19795,23700
2004/07/29,20399,23980
2004/07/30,20660,24000
2004/08/02,20900,24302
2004/08/03,21009,24470
2004/08/04,20800,24600
2004/08/05,20700,25000
2004/08/06,20580,24500
2004/08/10,20475,24575
2004/08/11,19900,25150
2004/08/12,20879,26550
2004/08/13,21600,27600
2004/08/16,22599,29200
2004/08/17,22350,29120
2004/08/18,22020,28500
2004/08/19,23300,29100
2004/08/20,24174,29300
2004/08/23,24320,29300
2004/08/24,23300,28900
2004/08/25,23600,28600
2004/08/26,23295,28410
2004/08/27,23406,29000
2004/08/30,23821,29100
2004/08/31,23500,29550
2004/09/01,23367,29150
2004/09/02,23110,28910
2004/09/03,23200,29200
2004/09/06,23300,29550
2004/09/07,22990,28900
2004/09/08,23100,29000
2004/09/09,23349,29000
2004/09/10,23695,28401
2004/09/13,23416,28651
2004/09/14,23685,28450
2004/09/15,24219,28350
2004/09/16,24159,28400
2004/09/17,24038,28705
2004/09/20,23733,28299
2004/09/21,24250,27800
2004/09/22,24405,27800
2004/09/23,24539,27800
2004/09/27,24055,27800
2004/09/28,24536,28000
2004/09/29,24650,27800
2004/09/30,24922,27200
2004/10/01,24750,26800
2004/10/04,23899,26216
2004/10/05,24200,26500
2004/10/06,24805,27305
2004/10/07,24863,28110
2004/10/08,25020,28210
2004/10/11,24875,27400
2004/10/12,24800,26770
2004/10/13,23580,25700
2004/10/14,23626,25400
2004/10/15,23900,25300
2004/10/18,23850,25400
2004/10/19,23551,25195
2004/10/20,23701,24530
2004/10/21,23301,24850
2004/10/22,23299,24900
2004/10/25,24049,24400
2004/10/26,24289,24351
2004/10/27,23979,24700
2004/10/28,22550,23600
2004/10/29,22650,23400
2004/11/01,22888,23399
2004/11/02,22400,23000
2004/11/03,22149,22700
2004/11/04,22848,22440
2004/11/05,22820,22820
2004/11/08,23895,23200
2004/11/09,23900,24100
2004/11/10,23800,23600
2004/11/11,24060,23300
2004/11/12,24499,22900
2004/11/15,25100,22850
2004/11/16,25100,22975
2004/11/17,25020,22350
2004/11/18,24874,22895
2004/11/19,24349,22000
2004/11/22,23903,21300
2004/11/23,23606,21340
2004/11/24,23100,21161
2004/11/25,22750,21389
2004/11/26,23000,21100
2004/11/29,23400,21300
2004/11/30,23345,21300
2004/12/01,23151,21100
2004/12/02,22995,21099
2004/12/03,22600,20700
2004/12/06,21750,20394
2004/12/07,21999,20637
2004/12/08,21599,20200
2004/12/09,21212,20250
2004/12/10,21160,20200
2004/12/13,20901,20200
2004/12/14,20975,19825
2004/12/15,21160,19350
2004/12/17,20840,19394
2004/12/20,20840,19798
2004/12/21,20790,19845
2004/12/22,20989,19600
2004/12/23,20999,19580
2004/12/24,20700,19700
2004/12/28,20800,19950
2004/12/29,20600,20400
2004/12/30,20427,20750
2004/12/31,19901,20700
2005/01/03,20325,21200
2005/01/04,20254,21300
2005/01/05,20250,21900
2005/01/06,20850,23199
2005/01/07,20601,22850
2005/01/10,20500,22350
2005/01/11,20352,22550
2005/01/12,20651,23100
2005/01/13,20101,22911
2005/01/14,19990,22800
2005/01/17,19502,22650
2005/01/18,19890,22200
2005/01/19,19703,22075
2005/01/20,19850,21895
2005/01/21,19771,21450
2005/01/24,19900,21000
2005/01/25,19306,21000
2005/01/26,19200,20705
2005/01/27,18711,21200
2005/01/28,19350,21200
2005/01/31,19569,21551
2005/02/01,19900,22401
2005/02/02,20394,22300
2005/02/03,20299,22501
2005/02/04,20001,22610
2005/02/07,20049,22400
2005/02/08,19552,23199
2005/02/09,19680,23300
2005/02/10,20501,23210
2005/02/11,21130,23030
2005/02/14,21005,22800
2005/02/15,21085,22200
2005/02/16,20930,22500
2005/02/17,20702,22900
2005/02/18,21055,23500
2005/02/21,21799,23950
2005/02/22,21100,24195
2005/02/23,21110,23400
2005/02/24,21150,23300
2005/02/25,20989,23300
2005/02/28,20800,23000
2005/03/01,20702,22890
2005/03/02,20820,22390
2005/03/03,21699,22250
2005/03/04,22000,22300
2005/03/07,21636,22500
2005/03/08,22000,22700
2005/03/09,22370,22700
2005/03/10,22649,22780
2005/03/11,22605,22800
2005/03/14,22645,22801
2005/03/15,22845,22800
2005/03/16,23350,23100
2005/03/17,23701,23750
2005/03/18,22900,23551
2005/03/22,22469,23050
2005/03/23,22300,23101
2005/03/24,21900,23050
2005/03/29,22060,23175
2005/03/30,21400,23010
2005/03/31,21600,23400
2005/04/01,21549,23360
2005/04/04,21700,23301
2005/04/05,21510,23502
2005/04/06,21406,23500
2005/04/07,21400,23450
2005/04/08,21511,23700
2005/04/11,21500,23650
2005/04/12,21300,24000
2005/04/13,21445,24120
2005/04/14,21649,24800
2005/04/15,21450,24400
2005/04/18,21150,24000
2005/04/19,21300,24900
2005/04/20,21720,25100
2005/04/21,21100,24400
2005/04/22,20700,24800
2005/04/25,20027,25000
2005/04/26,20770,24900
2005/04/28,19450,23900
2005/04/29,19500,23900
2005/05/03,19750,24100
2005/05/04,19695,24025
2005/05/05,19700,23680
2005/05/06,19270,23750
2005/05/09,19679,24200
2005/05/10,20005,24455
2005/05/11,19650,24600
2005/05/12,19800,25200
2005/05/13,19305,24961
2005/05/16,19740,25701
2005/05/17,20450,25900
2005/05/18,20875,25700
2005/05/19,20331,25400
2005/05/20,20500,25755
2005/05/23,20700,26101
2005/05/24,20661,26599
2005/05/25,20802,27100
2005/05/26,21427,27600
2005/05/27,21700,28500
2005/05/30,23000,28900
2005/05/31,22599,29201
2005/06/01,23801,29600
2005/06/02,24005,29600
2005/06/03,23775,29000
2005/06/06,23294,28700
2005/06/07,22479,27800
2005/06/08,22500,27045
2005/06/09,22390,28000
2005/06/10,22505,27450
2005/06/13,23995,28499
2005/06/14,23880,28990
2005/06/15,23749,29298
2005/06/17,23768,28998
2005/06/20,23580,28700
2005/06/21,23051,28385
2005/06/22,22651,28610
2005/06/23,23400,29150
2005/06/24,23700,29100
2005/06/27,23605,29200
2005/06/28,23525,29100
2005/06/29,24299,29905
2005/06/30,23950,29800
2005/07/01,24140,30000
2005/07/04,24320,30401
2005/07/05,24401,30210
2005/07/06,24601,30200
2005/07/07,24630,30300
2005/07/08,24600,30900
2005/07/11,24380,31705
2005/07/12,24219,30700
2005/07/13,24449,30000
2005/07/14,24330,30200
2005/07/15,24000,29861
2005/07/18,23824,30400
2005/07/19,23650,30500
2005/07/20,23803,30150
2005/07/21,23199,30295
2005/07/22,23900,30300
2005/07/25,23849,30800
2005/07/26,23299,30010
2005/07/27,22729,30000
2005/07/28,22800,29000
2005/07/29,22703,29200
2005/08/01,22524,29000
2005/08/02,22450,29000
2005/08/03,22600,29800
2005/08/04,23045,30700
2005/08/05,22559,29900
2005/08/08,22270,30299
2005/08/10,21951,31000
2005/08/11,22051,31350
2005/08/12,23010,32000
2005/08/15,23337,33350
2005/08/16,23501,32999
2005/08/17,23520,32350
2005/08/18,23155,32250
2005/08/19,23310,32174
2005/08/22,23125,31900
2005/08/23,23090,31800
2005/08/24,22925,31200
2005/08/25,22875,30470
2005/08/26,22701,29880
2005/08/29,22995,30500
2005/08/30,22652,30500
2005/08/31,22650,31050
2005/09/01,22780,32000
2005/09/02,23000,32002
2005/09/05,22751,31501
2005/09/06,23050,32351
2005/09/07,23000,32300
2005/09/08,23200,31449
2005/09/09,23905,30800
2005/09/12,24600,31500
2005/09/13,24550,31400
2005/09/14,24995,31300
2005/09/15,25527,32350
2005/09/16,27000,33399
2005/09/19,27870,34100
2005/09/20,27400,32300
2005/09/21,27785,32300
2005/09/22,27300,32300
2005/09/23,26850,32500
2005/09/26,27045,34100
2005/09/27,27501,35100
2005/09/28,26770,35700
2005/09/29,27600,37000
2005/09/30,27590,37500
2005/10/03,26840,36770
2005/10/04,27125,35510
2005/10/05,26815,35300
2005/10/06,27100,34600
2005/10/07,27615,34600
2005/10/10,28500,34000
2005/10/11,28600,35200
2005/10/12,28390,37115
2005/10/13,27100,36600
2005/10/14,26520,36000
2005/10/17,27720,36550
2005/10/18,27810,36475
2005/10/19,27410,36400
2005/10/20,27050,36539
2005/10/21,26480,35250
2005/10/24,27500,36410
2005/10/25,28545,37000
2005/10/26,28785,39800
2005/10/27,27545,41400
2005/10/28,26305,40200
2005/10/31,26750,39000
2005/11/01,26290,39700
2005/11/02,26190,38202
2005/11/03,26595,40700
2005/11/04,26295,41700
2005/11/07,26414,44000
2005/11/08,26110,43200
2005/11/09,26590,44400
2005/11/10,27795,45002
2005/11/11,27595,46200
2005/11/14,28440,46200
2005/11/15,28348,46801
2005/11/16,28450,48000
2005/11/17,29300,47801
2005/11/18,28975,49150
2005/11/21,29160,48500
2005/11/22,29505,46800
2005/11/23,28435,45400
2005/11/24,27949,46800
2005/11/25,28606,45000
2005/11/28,28405,45900
2005/11/29,27806,44997
2005/11/30,27845,42803
2005/12/01,27735,43001
2005/12/02,27895,43500
2005/12/05,27401,43450
2005/12/06,27444,43000
2005/12/07,28739,44500
2005/12/08,29600,44000
2005/12/09,30355,44900
2005/12/12,30595,46352
2005/12/13,29006,45400
2005/12/14,29197,44200
2005/12/15,29889,44444
2005/12/19,30750,44822
2005/12/20,29700,45400
2005/12/21,29500,45300
2005/12/22,30695,45700
2005/12/23,31200,45750
2005/12/27,30945,46000
2005/12/28,30600,45105
2005/12/29,31099,46000
2005/12/30,31400,45700
2006/01/03,31790,48300
2006/01/04,32125,48100
2006/01/05,31545,47000
2006/01/06,32010,46477
2006/01/09,32945,46000
2006/01/10,32500,45810
2006/01/11,32500,46000
2006/01/12,32306,45500
2006/01/13,32445,45490
2006/01/16,32715,44900
2006/01/17,33205,44600
2006/01/18,33095,44299
2006/01/19,33500,45450
2006/01/20,34000,45800
2006/01/23,33700,44600
2006/01/24,34400,45000
2006/01/25,35070,46307
2006/01/26,35205,46500
2006/01/27,37100,47500
2006/01/30,36900,48560
2006/01/31,37100,50400
2006/02/01,37545,52060
2006/02/02,37840,53695
2006/02/03,36380,52600
2006/02/06,37050,54980
2006/02/07,36375,54700
2006/02/08,35400,51000
2006/02/09,37175,51530
2006/02/10,36794,50605
2006/02/13,35600,49000
2006/02/14,34525,46050
2006/02/15,34000,47030
2006/02/16,32850,46000
2006/02/17,33600,50500
2006/02/20,32699,50100
2006/02/21,33025,49800
2006/02/22,33240,49600
2006/02/23,33100,49120
2006/02/24,32655,50000
2006/02/27,33200,50550
2006/02/28,31801,49250
2006/03/02,31206,50508
2006/03/03,32051,50650
2006/03/06,31450,50800
2006/03/07,30800,47552
2006/03/08,30800,48505
2006/03/09,30850,48250
2006/03/10,29500,48026
2006/03/13,30395,48600
2006/03/14,31000,48802
2006/03/15,31500,50900
2006/03/16,31500,50500
2006/03/17,31000,54200
2006/03/20,31300,54810
2006/03/22,30770,52999
2006/03/23,30400,53949
2006/03/24,30425,53980
2006/03/27,32300,57500
2006/03/28,32700,56199
2006/03/29,32500,56344
2006/03/30,33200,57500
2006/03/31,32800,55938
2006/04/03,33750,57900
2006/04/04,32595,57850
2006/04/05,32321,57205
2006/04/06,32550,57650
2006/04/07,32290,56534
2006/04/10,31502,57600
2006/04/11,31700,60100
2006/04/12,30605,62200
2006/04/13,30900,60800
2006/04/18,31900,59885
2006/04/19,32277,58500
2006/04/20,31999,56004
2006/04/21,31960,55400
2006/04/24,31900,57700
2006/04/25,32250,59500
2006/04/26,32800,61000
2006/04/28,32601,58101
2006/05/02,33109,60530
2006/05/03,32920,61000
2006/05/04,34017,64000
2006/05/05,33700,65700
2006/05/08,32389,65500
2006/05/09,33600,67805
2006/05/10,34600,70350
2006/05/11,34595,68491
2006/05/12,34400,67500
2006/05/15,32205,61500
2006/05/16,31500,61000
2006/05/17,32200,60105
2006/05/18,31980,61001
2006/05/19,30580,61200
2006/05/22,30000,57000
2006/05/23,31040,60000
2006/05/24,30000,58100
2006/05/25,30422,58416
2006/05/26,30500,60500
2006/05/29,30800,61499
2006/05/30,31006,60051
2006/05/31,30900,59700
2006/06/01,30225,58500
2006/06/02,31400,59200
2006/06/05,31650,58500
2006/06/06,29651,57200
2006/06/07,28801,57100
2006/06/08,27420,53000
2006/06/09,28143,56929
2006/06/12,27702,55300
2006/06/13,25751,51300
2006/06/14,27474,52000
2006/06/15,27675,56888
2006/06/19,29799,60000
2006/06/20,29910,63299
2006/06/21,30855,67050
2006/06/22,31750,68190
2006/06/23,32575,70781
2006/06/26,33350,73500
2006/06/27,33250,69000
2006/06/28,32299,69900
2006/06/29,32625,72500
2006/06/30,35499,75500
2006/07/03,34910,77500
2006/07/04,35000,75000
2006/07/05,34000,72000
2006/07/06,34900,74400
2006/07/07,34880,74600
2006/07/10,34440,74050
2006/07/11,34925,72500
2006/07/12,36040,75000
2006/07/13,34101,73700
2006/07/14,34100,71510
2006/07/17,33800,69118
2006/07/18,33600,71020
2006/07/19,34750,71100
2006/07/20,34089,69000
2006/07/21,33154,65000
2006/07/24,32225,65100
2006/07/25,32425,66000
2006/07/26,33490,67000
2006/07/27,33500,70000
2006/07/28,32700,69325
2006/07/31,33175,71000
2006/08/01,33300,72101
2006/08/02,34800,74600
2006/08/03,34500,74300
2006/08/04,34511,75861
2006/08/07,33802,75520
2006/08/08,34300,75200
2006/08/10,34200,70800
2006/08/11,34240,73245
2006/08/14,33475,75050
2006/08/15,33499,76000
2006/08/16,34231,78200
2006/08/17,34100,80500
2006/08/18,33295,77800
2006/08/21,34600,77200
2006/08/22,35055,79000
2006/08/23,34401,77500
2006/08/24,34450,82000
2006/08/25,34000,83900
2006/08/28,33625,84500
2006/08/29,32425,81810
2006/08/30,32680,83450
2006/08/31,32689,80800
2006/09/01,33050,82400
2006/09/04,33600,83000
2006/09/05,33950,83000
2006/09/06,35053,83001
2006/09/07,33050,79800
2006/09/08,32375,76500
2006/09/11,29916,71400
2006/09/12,29680,71400
2006/09/13,29300,71800
2006/09/14,29532,72100
2006/09/15,29000,73650
2006/09/18,29000,73000
2006/09/19,28700,72100
2006/09/20,28700,73400
2006/09/21,28990,76300
2006/09/22,29475,78000
2006/09/26,29699,80000
2006/09/27,29550,78000
2006/09/28,29495,79201
2006/09/29,29120,78701
2006/10/02,29690,79300
2006/10/03,28422,77800
2006/10/04,28506,77999
2006/10/05,29125,78500
2006/10/06,29075,79300
2006/10/09,29500,81500
2006/10/10,29295,81200
2006/10/11,29200,79600
2006/10/12,28650,79600
2006/10/13,29200,79600
2006/10/16,29000,80100
2006/10/17,29216,81400
2006/10/18,29625,81000
2006/10/19,29260,81850
2006/10/20,30300,83200
2006/10/23,30740,83425
2006/10/24,31465,84000
2006/10/25,32041,83900
2006/10/26,31690,81105
2006/10/27,31074,78601
2006/10/30,31975,78800
2006/10/31,31260,79000
2006/11/01,31475,80000
2006/11/02,31600,79900
2006/11/03,31800,83001
2006/11/06,32250,88000
2006/11/07,31725,88000
2006/11/08,32100,85600
2006/11/09,31825,84220
2006/11/10,32250,84500
2006/11/13,31460,83300
2006/11/14,32225,83505
2006/11/15,31740,81490
2006/11/16,31605,78500
2006/11/17,30251,74200
2006/11/20,31699,80900
2006/11/21,32200,81450
2006/11/22,32701,78800
2006/11/23,32600,79900
2006/11/24,33550,79200
2006/11/27,33695,79600
2006/11/28,33750,78326
2006/11/29,33566,80200
2006/11/30,34350,82790
2006/12/01,34555,82700
2006/12/04,34100,82850
2006/12/05,33700,82850
2006/12/06,32999,82600
2006/12/07,32374,81800
2006/12/08,33398,81960
2006/12/11,33000,81200
2006/12/12,32280,79100
2006/12/13,32300,79400
2006/12/14,32587,80450
2006/12/15,32500,81020
2006/12/18,32450,82280
2006/12/19,32202,82470
2006/12/20,32280,84999
2006/12/21,32450,87400
2006/12/22,31845,85000
2006/12/27,33010,86000
2006/12/28,33399,86300
2006/12/29,32999,85603
2007/01/02,33600,85700
2007/01/03,32800,83900
2007/01/04,32130,80800
2007/01/05,31750,80600
2007/01/09,32551,80000
2007/01/10,32301,81400
2007/01/11,32440,81150
2007/01/12,32201,85000
2007/01/15,32610,89600
2007/01/16,32609,91100
2007/01/17,32801,89600
2007/01/18,33451,88900
2007/01/19,32199,86550
2007/01/22,32500,88000
2007/01/23,33170,88490
2007/01/24,34130,89400
2007/01/25,34699,90500
2007/01/26,33880,90610
2007/01/29,34140,90525
2007/01/30,33650,90500
2007/01/31,34200,90800
2007/02/01,34500,93000
2007/02/02,34200,92750
2007/02/05,33850,91000
2007/02/06,34000,91100
2007/02/07,34000,90500
2007/02/08,33850,88500
2007/02/09,34850,88400
2007/02/12,35230,90000
2007/02/13,34899,91800
2007/02/14,34650,92600
2007/02/15,34300,94001
2007/02/16,33950,98700
2007/02/19,33741,99700
2007/02/20,33105,97500
2007/02/21,33105,97500
2007/02/22,33500,101200
2007/02/23,33400,104301
2007/02/26,33500,108010
2007/02/27,32300,104800
2007/02/28,31500,103000
2007/03/01,31201,97600
2007/03/02,31780,98500
2007/03/05,30600,94800
2007/03/06,31412,96000
2007/03/07,31200,98000
2007/03/08,31425,101010
2007/03/09,31700,104000
2007/03/12,31700,102300
2007/03/13,32050,102500
2007/03/14,31350,101010
2007/03/15,32199,104500
2007/03/16,32800,102100
2007/03/19,33400,104800
2007/03/20,33090,105000
2007/03/22,33038,108000
2007/03/23,33016,108900
2007/03/26,32700,109000
2007/03/27,32422,107500
2007/03/28,33010,109500
2007/03/29,32479,112000
2007/03/30,32500,114450
2007/04/02,32611,116100
2007/04/03,33352,116800
2007/04/04,33200,117000
2007/04/05,32975,117000
2007/04/10,33200,119710
2007/04/11,33461,117100
2007/04/12,33600,120785
2007/04/13,34600,122000
2007/04/16,34924,126000
2007/04/17,34095,123000
2007/04/18,33750,121500
2007/04/19,33189,123800
2007/04/20,33599,125801
2007/04/23,33385,125900
2007/04/24,32575,123800
2007/04/25,31990,122600
2007/04/26,31998,119000
2007/04/30,31531,114501
2007/05/02,31606,117410
2007/05/03,31100,118500
2007/05/04,31100,119001
2007/05/07,30975,121900
2007/05/08,30302,122000
2007/05/09,30400,120000
2007/05/10,30500,120000
2007/05/11,30026,124300
2007/05/14,29601,121000
2007/05/15,30099,116200
2007/05/16,29700,117000
2007/05/17,29501,114606
2007/05/18,30200,113999
2007/05/21,30500,121000
2007/05/22,30475,121900
2007/05/23,30455,121800
2007/05/24,30500,122500
2007/05/25,29921,121200
2007/05/28,29400,120510
2007/05/29,29525,120800
2007/05/30,29100,119000
2007/05/31,29205,119375
2007/06/01,30100,122400
2007/06/04,30725,123000
2007/06/05,30700,121751
2007/06/06,30106,119250
2007/06/07,29750,119800
2007/06/08,29006,117600
2007/06/11,29624,118200
2007/06/12,29075,118000
2007/06/13,29175,118900
2007/06/14,29160,120200
2007/06/15,29025,122000
2007/06/18,29100,124500
2007/06/19,28630,128000
2007/06/20,28661,128400
2007/06/21,28099,129500
2007/06/22,27700,128500
2007/06/25,27405,124900
2007/06/26,26926,120100
2007/06/27,26800,119995
2007/06/28,26585,119299
2007/06/29,26710,116401
2007/07/02,26700,119949
2007/07/03,26655,119800
2007/07/04,26599,121500
2007/07/05,26600,121000
2007/07/06,27875,120000
2007/07/09,28638,122491
2007/07/10,29220,118000
2007/07/11,29095,116900
2007/07/12,29875,113500
2007/07/13,30110,110400
2007/07/16,30087,110550
2007/07/17,30101,108000
2007/07/18,30799,108600
2007/07/19,30654,109200
2007/07/20,31450,108600
2007/07/23,31050,109126
2007/07/24,31045,110000
2007/07/25,30040,109500
2007/07/26,29992,106999
2007/07/27,29101,99999
2007/07/30,29620,100900
2007/07/31,30122,98802
2007/08/01,29271,92600
2007/08/02,29250,91800
2007/08/03,28800,89995
2007/08/06,27250,86100
2007/08/07,27000,89201
2007/08/08,27200,91000
2007/08/10,26600,88400
2007/08/13,26980,90550
2007/08/14,26867,91900
2007/08/15,26900,90100
2007/08/16,26349,86900
2007/08/17,26175,89000
2007/08/20,26900,85000
2007/08/21,26900,83000
2007/08/22,26950,87300
2007/08/23,27598,89000
2007/08/24,27076,89700
2007/08/27,27332,92000
2007/08/28,27005,91500
2007/08/29,27050,91000
2007/08/30,27549,90010
2007/08/31,27921,95400
2007/09/03,28950,97400
2007/09/04,29205,102000
2007/09/05,29095,99000
2007/09/06,29300,99001
2007/09/07,30701,96700
2007/09/10,30000,98300
2007/09/11,30000,99500
2007/09/12,31169,102000
2007/09/13,31795,102500
2007/09/14,32000,99450
2007/09/17,32200,98130
2007/09/18,32499,97900
2007/09/19,33033,101000
2007/09/20,33330,102550
2007/09/21,33249,105200
2007/09/25,32599,104000
2007/09/26,31825,107000
2007/09/27,32190,105800
2007/09/28,32620,104260
2007/10/01,30350,109100
2007/10/02,30201,109200
2007/10/03,29955,112990
2007/10/04,30699,118000
2007/10/05,30350,115700
2007/10/08,30320,112000
2007/10/09,30200,111700
2007/10/10,30111,113000
2007/10/11,30300,113600
2007/10/12,30280,113000
2007/10/15,30374,113050
2007/10/16,29601,112900
2007/10/17,29875,112700
2007/10/18,29775,114900
2007/10/19,29795,110200
2007/10/22,29125,104500
2007/10/23,29625,104851
2007/10/24,29470,100100
2007/10/25,30249,105000
2007/10/26,29525,105900
2007/10/29,29700,107400
2007/10/30,29540,107650
2007/10/31,30399,111500
2007/11/01,29270,106941
2007/11/02,27910,106000
2007/11/05,28000,103999
2007/11/06,29210,105800
2007/11/07,30000,106400
2007/11/08,30649,107000
2007/11/09,31180,103980
2007/11/12,31291,100401
2007/11/13,31400,99600
2007/11/14,31515,103000
2007/11/15,30500,100798
2007/11/16,29900,94100
2007/11/19,28950,94000
2007/11/20,29500,95500
2007/11/21,29700,92200
2007/11/22,30299,93500
2007/11/23,30399,94000
2007/11/26,31497,91100
2007/11/27,31850,94400
2007/11/28,31583,92999
2007/11/29,31895,95000
2007/11/30,33800,97100
2007/12/03,33190,101200
2007/12/04,32825,100700
2007/12/05,32755,100000
2007/12/06,31290,100200
2007/12/07,30599,104950
2007/12/10,29601,101000
2007/12/11,30748,99800
2007/12/12,29800,99000
2007/12/13,29530,95500
2007/12/14,29300,93500
2007/12/18,29117,93500
2007/12/19,28200,94000
2007/12/20,28500,99000
2007/12/21,29356,105000
2007/12/24,30099,105000
2007/12/27,29800,108500
2007/12/28,29149,106600
2007/12/31,29300,101005
2008/01/02,29810,104100
2008/01/03,31852,104400
2008/01/04,31575,102000
2008/01/07,31650,99805
2008/01/08,33449,106300
2008/01/09,33700,110400
2008/01/10,33824,109800
2008/01/11,34699,110300
2008/01/14,34400,117500
2008/01/15,33610,118000
2008/01/16,32450,110200
2008/01/17,33599,109800
2008/01/18,31010,105500
2008/01/21,29800,101100
2008/01/22,30510,99000
2008/01/23,29901,91900
2008/01/24,31400,97000
2008/01/25,30299,100700
2008/01/28,29900,98000
2008/01/29,29890,101950
2008/01/30,30800,102770
2008/01/31,31190,106500
2008/02/01,31290,115000
2008/02/04,30051,116000
2008/02/05,29699,107000
2008/02/06,30400,111100
2008/02/07,29899,113001
2008/02/08,28300,112899
2008/02/11,26850,114800
2008/02/12,26850,124500
2008/02/13,26500,118202
2008/02/14,26250,119000
2008/02/15,25700,113400
2008/02/18,25800,117900
2008/02/19,26600,120000
2008/02/20,27005,123500
2008/02/21,28200,130600
2008/02/22,28050,127015
2008/02/25,26700,125100
2008/02/26,26060,121800
2008/02/27,25801,123400
2008/02/28,26705,120001
2008/02/29,28350,124000
2008/03/03,28800,130000
2008/03/04,29200,137401
2008/03/05,28900,128500
2008/03/06,29575,126500
2008/03/07,29500,124900
2008/03/10,28200,123300
2008/03/11,28050,125000
2008/03/12,27500,125000
2008/03/13,27201,123775
2008/03/14,27405,126580
2008/03/17,27745,121990
2008/03/18,27230,124800
2008/03/19,26750,124000
2008/03/20,25200,118000
2008/03/25,25650,113800
2008/03/26,26282,120500
2008/03/27,26600,122500
2008/03/28,27020,120000
2008/03/31,27201,119000
2008/04/01,26512,118900
2008/04/02,26401,120000
2008/04/03,27600,118500
2008/04/04,27575,119500
2008/04/07,28130,123500
2008/04/08,27950,127200
2008/04/09,28102,130000
2008/04/10,28200,128500
2008/04/11,28890,133499
2008/04/14,29205,130300
2008/04/15,29000,133800
2008/04/16,29750,135000
2008/04/17,28900,135000
2008/04/18,28800,135000
2008/04/21,28990,134000
2008/04/22,28410,131600
2008/04/23,28136,130500
2008/04/24,27890,128000
2008/04/25,27204,125500
2008/04/29,26000,122503
2008/04/30,25300,121250
2008/05/05,26300,124500
2008/05/06,28700,125500
2008/05/07,29110,126500
2008/05/08,29500,126500
2008/05/09,30300,127500
2008/05/12,31050,127300
2008/05/13,29550,125000
2008/05/14,29680,131100
2008/05/15,29832,134300
2008/05/16,29600,140601
2008/05/19,29550,146000
2008/05/20,30379,143000
2008/05/21,30745,142455
2008/05/22,30250,141001
2008/05/23,30395,139000
2008/05/26,30740,141900
